order_id,client_id,product_id,quantity,unit_price,discount,total,status,placed_at
O00613,C0002,P0117,5,2015.57,0.00,10077.85,paid,2026-06-30T14:05:00Z
O00614,C0024,P0144,1,1224.08,61.20,1162.88,shipped,2026-06-23T09:08:00Z
O00615,C0091,P0308,1,4196.21,0.00,4196.21,paid,2026-07-12T08:08:00Z
O00616,C0027,P0331,1,2053.12,0.00,2053.12,paid,2026-02-02T07:56:00Z
O00617,C0015,P0330,3,2422.63,726.79,6541.10,shipped,2026-05-15T20:49:00Z
O00618,C0034,P0307,1,3198.78,479.82,2718.96,paid,2026-06-22T18:54:00Z
O00619,C0051,P0030,1,550.03,0.00,550.03,paid,2026-08-15T21:28:00Z
O00620,C0003,P0187,2,2474.46,0.00,4948.92,refunded,2026-06-24T21:42:00Z
O00621,C0020,P0243,2,1936.47,0.00,3872.94,shipped,2026-06-23T12:18:00Z
O00622,C0016,P0309,1,53.94,0.00,53.94,shipped,2026-05-25T10:10:00Z
O00623,C0057,P0201,2,727.27,0.00,1454.54,refunded,2026-01-09T06:06:00Z
O00624,C0085,P0260,1,1184.33,118.43,1065.90,shipped,2026-04-24T01:41:00Z
O00625,C0057,P0284,1,391.40,0.00,391.40,refunded,2026-08-17T04:29:00Z
O00626,C0057,P0343,1,1341.46,134.15,1207.31,refunded,2026-04-16T10:21:00Z
O00627,C0107,P0097,1,838.95,0.00,838.95,paid,2026-01-09T13:22:00Z
O00628,C0002,P0128,1,411.48,0.00,411.48,paid,2026-04-28T12:19:00Z
O00629,C0117,P0221,2,2609.18,521.84,4696.52,shipped,2026-01-27T05:09:00Z
O00630,C0092,P0216,3,902.22,406.00,2300.66,paid,2026-08-06T05:08:00Z
O00631,C0105,P0208,1,2407.38,0.00,2407.38,paid,2026-03-28T22:29:00Z
O00632,C0060,P0094,1,726.28,0.00,726.28,paid,2026-02-04T05:29:00Z
O00633,C0057,P0316,1,568.41,28.42,539.99,paid,2026-05-04T10:57:00Z
O00634,C0016,P0277,2,551.75,0.00,1103.50,paid,2026-05-19T23:56:00Z
O00635,C0089,P0003,1,637.13,0.00,637.13,paid,2026-02-12T17:56:00Z
O00636,C0105,P0341,2,442.21,0.00,884.42,shipped,2026-02-13T19:41:00Z
O00637,C0091,P0192,3,458.93,0.00,1376.79,paid,2026-05-13T19:38:00Z
O00638,C0085,P0222,2,377.01,0.00,754.02,refunded,2026-05-21T05:34:00Z
O00639,C0003,P0309,1,53.94,0.00,53.94,paid,2026-04-04T18:35:00Z
O00640,C0063,P0104,1,810.68,121.60,689.08,paid,2026-01-05T20:18:00Z
O00641,C0107,P0023,1,561.60,0.00,561.60,refunded,2026-08-16T06:54:00Z
O00642,C0095,P0244,1,528.69,0.00,528.69,paid,2026-04-15T12:17:00Z
O00643,C0077,P0086,2,1884.54,376.91,3392.17,shipped,2026-02-01T06:04:00Z
O00644,C0050,P0105,1,1182.09,118.21,1063.88,paid,2026-03-26T12:21:00Z
O00645,C0057,P0347,1,574.76,57.48,517.28,shipped,2026-01-22T10:11:00Z
O00646,C0003,P0207,2,361.52,0.00,723.04,refunded,2026-05-22T15:23:00Z
O00647,C0014,P0322,1,270.29,40.54,229.75,cancelled,2026-06-02T13:13:00Z
O00648,C0062,P0319,3,66.47,0.00,199.41,paid,2026-02-13T01:32:00Z
O00649,C0016,P0173,2,263.05,0.00,526.10,shipped,2026-01-07T21:51:00Z
O00650,C0016,P0154,1,2369.29,0.00,2369.29,refunded,2026-08-01T21:12:00Z
O00651,C0117,P0287,1,567.15,28.36,538.79,paid,2026-02-08T21:41:00Z
O00652,C0026,P0007,2,596.15,0.00,1192.30,cancelled,2026-02-19T02:13:00Z
O00653,C0070,P0261,10,202.97,0.00,2029.70,paid,2026-02-15T12:10:00Z
O00654,C0107,P0088,1,3761.07,188.05,3573.02,shipped,2026-07-19T15:47:00Z
O00655,C0024,P0274,1,2399.23,239.92,2159.31,paid,2026-07-30T11:08:00Z
O00656,C0093,P0181,1,395.46,39.55,355.91,cancelled,2026-04-27T14:04:00Z
O00657,C0093,P0148,2,1077.19,215.44,1938.94,shipped,2026-08-18T20:01:00Z
O00658,C0016,P0206,2,332.23,0.00,664.46,paid,2026-01-09T07:25:00Z
O00659,C0036,P0163,1,1892.34,283.85,1608.49,shipped,2026-08-17T17:24:00Z
O00660,C0091,P0047,1,700.33,105.05,595.28,paid,2026-04-26T03:27:00Z
O00661,C0100,P0078,1,4193.37,0.00,4193.37,paid,2026-08-10T19:47:00Z
O00662,C0035,P0102,1,186.57,18.66,167.91,cancelled,2026-05-10T12:26:00Z
O00663,C0093,P0047,3,700.33,315.15,1785.84,paid,2026-02-08T09:20:00Z
O00664,C0002,P0061,1,142.91,0.00,142.91,paid,2026-01-18T01:05:00Z
O00665,C0015,P0276,1,2553.26,255.33,2297.93,paid,2026-01-15T09:55:00Z
O00666,C0089,P0082,1,629.20,31.46,597.74,shipped,2026-09-08T06:40:00Z
O00667,C0037,P0220,1,224.50,22.45,202.05,paid,2026-02-05T07:47:00Z
O00668,C0056,P0167,1,384.25,0.00,384.25,paid,2026-01-12T06:52:00Z
O00669,C0026,P0263,1,863.90,0.00,863.90,cancelled,2026-05-25T02:17:00Z
O00670,C0004,P0150,1,830.88,0.00,830.88,paid,2026-07-16T19:03:00Z
O00671,C0093,P0177,1,489.36,0.00,489.36,paid,2026-01-18T18:47:00Z
O00672,C0057,P0327,5,476.05,119.01,2261.24,shipped,2026-08-25T06:58:00Z
O00673,C0057,P0273,1,332.09,16.60,315.49,paid,2026-02-05T05:32:00Z
O00674,C0108,P0025,3,508.38,228.77,1296.37,paid,2026-02-13T07:10:00Z
O00675,C0062,P0329,2,611.64,0.00,1223.28,paid,2026-03-11T04:03:00Z
O00676,C0046,P0030,1,550.03,82.50,467.53,paid,2026-03-24T18:18:00Z
O00677,C0045,P0015,1,691.75,69.17,622.58,shipped,2026-05-17T11:07:00Z
O00678,C0110,P0171,2,153.60,0.00,307.20,paid,2026-03-20T11:27:00Z
O00679,C0044,P0348,1,665.67,33.28,632.39,refunded,2026-04-06T23:36:00Z
O00680,C0039,P0064,2,96.35,0.00,192.70,shipped,2026-04-06T20:15:00Z
O00681,C0067,P0002,1,519.76,0.00,519.76,shipped,2026-03-13T06:04:00Z
O00682,C0056,P0102,2,186.57,0.00,373.14,paid,2026-08-12T02:44:00Z
O00683,C0107,P0191,1,365.49,0.00,365.49,refunded,2026-05-28T21:31:00Z
O00684,C0107,P0006,1,319.64,31.96,287.68,refunded,2026-06-19T12:56:00Z
O00685,C0067,P0284,1,391.40,0.00,391.40,paid,2026-08-03T14:22:00Z
O00686,C0044,P0343,1,1341.46,0.00,1341.46,paid,2026-08-28T12:20:00Z
O00687,C0029,P0307,2,3198.78,959.63,5437.93,paid,2026-05-19T05:10:00Z
O00688,C0017,P0250,1,518.22,0.00,518.22,paid,2026-01-09T14:46:00Z
O00689,C0035,P0240,1,1948.60,292.29,1656.31,shipped,2026-08-30T16:16:00Z
O00690,C0088,P0228,3,889.62,0.00,2668.86,shipped,2026-03-13T14:52:00Z
O00691,C0062,P0045,2,883.73,88.37,1679.09,paid,2026-05-26T13:17:00Z
O00692,C0030,P0061,1,142.91,21.44,121.47,paid,2026-07-21T12:57:00Z
O00693,C0051,P0070,1,296.47,0.00,296.47,paid,2026-04-26T18:35:00Z
O00694,C0063,P0050,2,246.81,0.00,493.62,paid,2026-03-31T15:49:00Z
O00695,C0062,P0246,1,875.08,0.00,875.08,paid,2026-03-24T22:24:00Z
O00696,C0034,P0131,1,1142.74,0.00,1142.74,paid,2026-02-20T21:42:00Z
O00697,C0050,P0067,1,323.71,48.56,275.15,paid,2026-03-28T22:26:00Z
O00698,C0026,P0035,1,2794.87,279.49,2515.38,paid,2026-06-24T04:22:00Z
O00699,C0036,P0280,3,974.35,146.15,2776.90,paid,2026-02-27T15:54:00Z
O00700,C0044,P0131,1,1142.74,0.00,1142.74,cancelled,2026-05-17T03:25:00Z
O00701,C0117,P0088,1,3761.07,188.05,3573.02,refunded,2026-05-18T13:12:00Z
O00702,C0053,P0103,1,627.88,0.00,627.88,refunded,2026-03-02T03:22:00Z
O00703,C0054,P0104,1,810.68,121.60,689.08,shipped,2026-02-23T03:00:00Z
O00704,C0057,P0113,1,127.03,0.00,127.03,paid,2026-04-15T12:49:00Z
O00705,C0039,P0192,1,458.93,0.00,458.93,refunded,2026-06-11T08:51:00Z
O00706,C0046,P0035,1,2794.87,279.49,2515.38,paid,2026-07-22T23:45:00Z
O00707,C0026,P0196,1,384.82,19.24,365.58,paid,2026-07-17T06:55:00Z
O00708,C0099,P0096,1,1105.29,0.00,1105.29,paid,2026-08-13T21:31:00Z
O00709,C0071,P0187,2,2474.46,247.45,4701.47,refunded,2026-04-02T08:30:00Z
O00710,C0107,P0187,2,2474.46,0.00,4948.92,paid,2026-08-06T07:14:00Z
O00711,C0066,P0199,1,1194.58,59.73,1134.85,paid,2026-08-05T17:50:00Z
O00712,C0069,P0194,1,1791.20,0.00,1791.20,paid,2026-05-01T22:04:00Z
O00713,C0088,P0064,1,96.35,9.63,86.72,refunded,2026-01-10T22:33:00Z
O00714,C0005,P0276,1,2553.26,0.00,2553.26,paid,2026-02-18T09:08:00Z
O00715,C0057,P0343,1,1341.46,0.00,1341.46,paid,2026-03-23T03:13:00Z
O00716,C0063,P0330,5,2422.63,1816.97,10296.18,shipped,2026-04-23T16:01:00Z
O00717,C0056,P0233,1,747.83,0.00,747.83,shipped,2026-02-02T08:19:00Z
O00718,C0106,P0017,1,361.68,54.25,307.43,paid,2026-01-03T10:15:00Z
O00719,C0022,P0242,1,2361.23,0.00,2361.23,paid,2026-08-07T00:21:00Z
O00720,C0050,P0133,1,1129.66,0.00,1129.66,paid,2026-06-14T16:14:00Z
O00721,C0037,P0219,1,1112.42,55.62,1056.80,paid,2026-06-01T22:14:00Z
O00722,C0015,P0295,1,3126.06,0.00,3126.06,refunded,2026-03-11T15:11:00Z
O00723,C0016,P0123,1,109.76,10.98,98.78,cancelled,2026-01-27T00:48:00Z
O00724,C0026,P0235,2,1315.36,0.00,2630.72,paid,2026-04-14T06:14:00Z
O00725,C0093,P0067,1,323.71,0.00,323.71,paid,2026-08-22T11:04:00Z
O00726,C0107,P0179,1,4631.70,0.00,4631.70,shipped,2026-03-11T04:13:00Z
O00727,C0003,P0112,1,1392.08,0.00,1392.08,shipped,2026-07-23T22:36:00Z
O00728,C0082,P0316,1,568.41,85.26,483.15,shipped,2026-09-01T22:44:00Z
O00729,C0088,P0069,1,396.14,19.81,376.33,cancelled,2026-07-04T23:21:00Z
O00730,C0031,P0280,1,974.35,0.00,974.35,shipped,2026-06-24T20:17:00Z
O00731,C0102,P0050,1,246.81,24.68,222.13,shipped,2026-05-22T02:35:00Z
O00732,C0101,P0156,1,324.86,0.00,324.86,paid,2026-05-22T13:39:00Z
O00733,C0107,P0279,1,470.68,47.07,423.61,paid,2026-07-25T04:39:00Z
O00734,C0112,P0286,3,892.87,0.00,2678.61,paid,2026-09-06T07:57:00Z
O00735,C0088,P0108,1,495.84,0.00,495.84,paid,2026-02-02T03:45:00Z
O00736,C0050,P0131,2,1142.74,342.82,1942.66,shipped,2026-06-23T07:49:00Z
O00737,C0087,P0334,1,294.27,44.14,250.13,paid,2026-06-25T15:01:00Z
O00738,C0093,P0044,2,1661.84,0.00,3323.68,paid,2026-06-29T22:22:00Z
O00739,C0091,P0259,1,2479.90,0.00,2479.90,paid,2026-06-27T20:17:00Z
O00740,C0054,P0279,1,470.68,0.00,470.68,paid,2026-07-20T02:29:00Z
O00741,C0014,P0213,2,1442.42,0.00,2884.84,paid,2026-06-26T13:32:00Z
O00742,C0071,P0294,1,1285.94,0.00,1285.94,cancelled,2026-07-20T13:03:00Z
O00743,C0120,P0250,2,518.22,0.00,1036.44,shipped,2026-04-04T02:05:00Z
O00744,C0011,P0296,1,168.41,8.42,159.99,paid,2026-05-18T02:14:00Z
O00745,C0107,P0015,1,691.75,0.00,691.75,cancelled,2026-05-08T04:59:00Z
O00746,C0061,P0246,1,875.08,0.00,875.08,shipped,2026-08-16T20:55:00Z
O00747,C0002,P0059,1,3444.17,0.00,3444.17,shipped,2026-01-18T17:23:00Z
O00748,C0032,P0305,2,835.30,83.53,1587.07,paid,2026-05-05T15:43:00Z
O00749,C0037,P0065,2,694.00,138.80,1249.20,refunded,2026-06-06T14:21:00Z
O00750,C0116,P0340,1,1046.72,157.01,889.71,refunded,2026-08-18T01:25:00Z
O00751,C0113,P0271,2,25.14,0.00,50.28,cancelled,2026-04-02T19:58:00Z
O00752,C0047,P0010,1,510.19,76.53,433.66,paid,2026-02-08T23:32:00Z
O00753,C0115,P0245,1,673.58,33.68,639.90,paid,2026-05-12T19:18:00Z
O00754,C0026,P0104,1,810.68,0.00,810.68,cancelled,2026-05-24T12:10:00Z
O00755,C0078,P0032,1,1367.12,68.36,1298.76,shipped,2026-03-31T06:58:00Z
O00756,C0048,P0247,2,437.32,0.00,874.64,paid,2026-05-28T15:50:00Z
O00757,C0119,P0211,1,107.36,0.00,107.36,paid,2026-07-15T15:08:00Z
O00758,C0025,P0241,1,1010.54,0.00,1010.54,paid,2026-03-25T16:10:00Z
O00759,C0102,P0313,1,2117.00,0.00,2117.00,cancelled,2026-08-14T02:23:00Z
O00760,C0117,P0053,1,21.23,0.00,21.23,paid,2026-07-10T11:07:00Z
O00761,C0053,P0342,5,71.29,35.65,320.80,paid,2026-04-17T00:42:00Z
O00762,C0114,P0274,1,2399.23,239.92,2159.31,paid,2026-08-23T07:11:00Z
O00763,C0089,P0091,1,3947.69,0.00,3947.69,paid,2026-01-17T21:23:00Z
O00764,C0034,P0325,1,78.68,7.87,70.81,paid,2026-03-28T21:17:00Z
O00765,C0079,P0206,2,332.23,33.22,631.24,paid,2026-07-17T20:39:00Z
O00766,C0003,P0147,3,406.77,122.03,1098.28,refunded,2026-04-06T04:49:00Z
O00767,C0084,P0105,1,1182.09,0.00,1182.09,paid,2026-06-11T23:08:00Z
O00768,C0023,P0138,1,89.48,4.47,85.01,paid,2026-09-02T06:02:00Z
O00769,C0013,P0027,1,1704.90,255.74,1449.16,refunded,2026-08-06T21:24:00Z
O00770,C0118,P0026,1,429.64,64.45,365.19,shipped,2026-08-29T23:59:00Z
O00771,C0039,P0022,1,3330.64,0.00,3330.64,refunded,2026-07-07T05:14:00Z
O00772,C0089,P0228,1,889.62,133.44,756.18,paid,2026-02-03T23:27:00Z
O00773,C0061,P0314,1,760.81,0.00,760.81,paid,2026-08-12T06:50:00Z
O00774,C0109,P0348,1,665.67,0.00,665.67,shipped,2026-03-28T16:47:00Z
O00775,C0068,P0345,1,1902.58,0.00,1902.58,paid,2026-06-23T01:20:00Z
O00776,C0083,P0124,2,91.60,18.32,164.88,paid,2026-04-14T23:15:00Z
O00777,C0002,P0112,2,1392.08,417.62,2366.54,refunded,2026-05-26T12:07:00Z
O00778,C0067,P0121,1,1602.54,240.38,1362.16,shipped,2026-08-04T11:54:00Z
O00779,C0045,P0088,3,3761.07,0.00,11283.21,paid,2026-09-01T08:16:00Z
O00780,C0067,P0333,3,4331.35,1299.41,11694.64,paid,2026-05-23T17:09:00Z
O00781,C0107,P0029,1,1775.16,0.00,1775.16,shipped,2026-08-13T13:27:00Z
O00782,C0089,P0100,3,870.85,261.25,2351.30,paid,2026-09-08T21:16:00Z
O00783,C0089,P0047,1,700.33,0.00,700.33,shipped,2026-09-08T23:26:00Z
O00784,C0117,P0137,1,355.74,53.36,302.38,paid,2026-07-27T05:27:00Z
O00785,C0011,P0102,3,186.57,0.00,559.71,cancelled,2026-03-24T13:22:00Z
O00786,C0041,P0008,2,607.24,0.00,1214.48,paid,2026-02-11T07:16:00Z
O00787,C0089,P0013,1,2871.21,0.00,2871.21,refunded,2026-06-05T18:09:00Z
O00788,C0114,P0124,1,91.60,0.00,91.60,shipped,2026-03-04T10:13:00Z
O00789,C0057,P0209,10,2152.11,3228.16,18292.94,paid,2026-04-14T11:05:00Z
O00790,C0082,P0194,1,1791.20,0.00,1791.20,paid,2026-06-26T08:52:00Z
O00791,C0117,P0029,2,1775.16,0.00,3550.32,paid,2026-03-27T05:44:00Z
O00792,C0103,P0190,2,1005.12,0.00,2010.24,cancelled,2026-02-28T17:46:00Z
O00793,C0025,P0284,1,391.40,0.00,391.40,paid,2026-04-24T00:59:00Z
O00794,C0084,P0157,1,1679.41,0.00,1679.41,shipped,2026-07-27T10:55:00Z
O00795,C0106,P0298,1,833.22,83.32,749.90,shipped,2026-02-27T13:57:00Z
O00796,C0054,P0149,3,84.72,0.00,254.16,paid,2026-03-03T18:14:00Z
O00797,C0026,P0216,1,902.22,0.00,902.22,paid,2026-04-03T06:03:00Z
O00798,C0064,P0310,1,5065.44,759.82,4305.62,paid,2026-07-09T04:37:00Z
O00799,C0049,P0115,1,2853.84,142.69,2711.15,shipped,2026-08-17T20:33:00Z
O00800,C0016,P0121,1,1602.54,0.00,1602.54,paid,2026-07-08T09:50:00Z
O00801,C0069,P0249,2,1129.27,0.00,2258.54,paid,2026-01-05T13:27:00Z
O00802,C0098,P0285,1,696.12,0.00,696.12,paid,2026-08-02T07:10:00Z
O00803,C0093,P0239,1,873.11,0.00,873.11,cancelled,2026-05-06T13:58:00Z
O00804,C0026,P0310,1,5065.44,0.00,5065.44,paid,2026-02-15T05:22:00Z
O00805,C0092,P0149,1,84.72,12.71,72.01,paid,2026-07-26T02:39:00Z
O00806,C0003,P0023,1,561.60,0.00,561.60,cancelled,2026-01-07T03:46:00Z
O00807,C0088,P0204,5,659.07,0.00,3295.35,paid,2026-02-23T10:34:00Z
O00808,C0095,P0327,2,476.05,95.21,856.89,paid,2026-05-24T10:49:00Z
O00809,C0023,P0009,1,3157.19,315.72,2841.47,paid,2026-08-04T06:46:00Z
O00810,C0101,P0050,1,246.81,0.00,246.81,cancelled,2026-06-26T11:56:00Z
O00811,C0017,P0021,1,943.75,141.56,802.19,shipped,2026-08-26T13:32:00Z
O00812,C0117,P0048,1,2799.38,0.00,2799.38,paid,2026-02-28T09:44:00Z
O00813,C0009,P0297,2,154.65,15.47,293.83,paid,2026-08-18T13:34:00Z
O00814,C0058,P0061,3,142.91,42.87,385.86,paid,2026-04-22T11:23:00Z
O00815,C0093,P0278,1,3659.25,365.93,3293.32,refunded,2026-02-07T03:46:00Z
O00816,C0041,P0312,1,621.10,0.00,621.10,refunded,2026-07-23T00:53:00Z
O00817,C0097,P0172,3,428.15,0.00,1284.45,shipped,2026-01-07T02:19:00Z
O00818,C0003,P0079,1,394.24,0.00,394.24,paid,2026-03-09T09:33:00Z
O00819,C0049,P0201,1,727.27,0.00,727.27,paid,2026-06-19T09:59:00Z
O00820,C0117,P0147,2,406.77,0.00,813.54,shipped,2026-06-25T13:01:00Z
O00821,C0117,P0325,1,78.68,7.87,70.81,refunded,2026-04-22T12:45:00Z
O00822,C0107,P0102,1,186.57,18.66,167.91,shipped,2026-05-03T14:41:00Z
O00823,C0057,P0035,1,2794.87,0.00,2794.87,cancelled,2026-06-16T18:12:00Z
O00824,C0092,P0204,1,659.07,65.91,593.16,paid,2026-08-13T09:32:00Z
O00825,C0102,P0055,2,515.72,0.00,1031.44,shipped,2026-04-16T19:42:00Z
O00826,C0069,P0178,1,3426.22,171.31,3254.91,refunded,2026-06-01T09:36:00Z
O00827,C0003,P0010,2,510.19,51.02,969.36,shipped,2026-07-05T18:46:00Z
O00828,C0088,P0276,1,2553.26,0.00,2553.26,paid,2026-03-17T04:03:00Z
O00829,C0020,P0040,1,1183.80,0.00,1183.80,paid,2026-01-19T19:55:00Z
O00830,C0107,P0260,1,1184.33,177.65,1006.68,paid,2026-08-21T06:24:00Z
O00831,C0029,P0039,1,296.90,0.00,296.90,paid,2026-05-14T07:01:00Z
O00832,C0093,P0179,1,4631.70,694.75,3936.95,shipped,2026-04-26T08:10:00Z
O00833,C0107,P0122,1,141.63,0.00,141.63,paid,2026-04-27T06:12:00Z
O00834,C0068,P0306,1,872.97,87.30,785.67,cancelled,2026-01-13T06:11:00Z
O00835,C0043,P0321,1,168.25,25.24,143.01,paid,2026-05-25T14:19:00Z
O00836,C0027,P0014,2,3394.05,0.00,6788.10,paid,2026-02-02T17:05:00Z
O00837,C0060,P0249,1,1129.27,0.00,1129.27,paid,2026-08-29T08:20:00Z
O00838,C0019,P0138,5,89.48,67.11,380.29,paid,2026-07-03T09:12:00Z
O00839,C0111,P0304,1,2515.44,0.00,2515.44,shipped,2026-01-31T17:57:00Z
O00840,C0102,P0101,1,2046.70,0.00,2046.70,shipped,2026-08-16T18:22:00Z
O00841,C0003,P0075,5,3285.72,0.00,16428.60,shipped,2026-06-09T19:41:00Z
O00842,C0063,P0040,1,1183.80,118.38,1065.42,shipped,2026-07-22T07:15:00Z
O00843,C0026,P0224,2,4700.87,0.00,9401.74,paid,2026-05-25T16:16:00Z
O00844,C0010,P0124,1,91.60,13.74,77.86,refunded,2026-08-20T03:33:00Z
O00845,C0098,P0005,2,2144.83,428.97,3860.69,refunded,2026-08-14T13:13:00Z
O00846,C0029,P0183,1,463.18,69.48,393.70,paid,2026-05-23T23:40:00Z
O00847,C0087,P0133,1,1129.66,0.00,1129.66,shipped,2026-06-20T10:39:00Z
O00848,C0084,P0185,2,562.43,0.00,1124.86,shipped,2026-04-28T23:48:00Z
O00849,C0026,P0314,1,760.81,0.00,760.81,paid,2026-01-04T18:39:00Z
O00850,C0026,P0075,2,3285.72,0.00,6571.44,paid,2026-06-07T21:17:00Z
O00851,C0106,P0272,1,2153.20,0.00,2153.20,cancelled,2026-01-23T03:53:00Z
O00852,C0016,P0181,1,395.46,59.32,336.14,paid,2026-05-15T00:50:00Z
O00853,C0096,P0047,3,700.33,0.00,2100.99,refunded,2026-08-27T12:37:00Z
O00854,C0057,P0350,1,3212.59,0.00,3212.59,shipped,2026-03-24T13:58:00Z
O00855,C0005,P0044,1,1661.84,249.28,1412.56,cancelled,2026-08-15T03:23:00Z
O00856,C0107,P0283,1,3697.51,184.88,3512.63,paid,2026-03-01T19:39:00Z
O00857,C0005,P0327,2,476.05,0.00,952.10,paid,2026-06-22T14:21:00Z
O00858,C0080,P0075,1,3285.72,164.29,3121.43,refunded,2026-05-16T15:28:00Z
O00859,C0034,P0329,1,611.64,30.58,581.06,paid,2026-08-19T08:30:00Z
O00860,C0015,P0256,2,1002.50,100.25,1904.75,paid,2026-08-06T17:27:00Z
O00861,C0002,P0003,10,637.13,955.69,5415.61,paid,2026-03-22T03:04:00Z
O00862,C0088,P0235,2,1315.36,394.61,2236.11,shipped,2026-01-01T18:05:00Z
O00863,C0107,P0249,1,1129.27,0.00,1129.27,cancelled,2026-06-26T15:15:00Z
O00864,C0063,P0056,5,159.07,119.30,676.05,paid,2026-04-02T00:49:00Z
O00865,C0117,P0088,2,3761.07,376.11,7146.03,paid,2026-04-10T21:19:00Z
O00866,C0028,P0008,1,607.24,60.72,546.52,paid,2026-06-12T22:15:00Z
O00867,C0085,P0099,1,589.00,0.00,589.00,shipped,2026-05-09T10:35:00Z
O00868,C0016,P0062,1,447.71,0.00,447.71,refunded,2026-02-17T05:38:00Z
O00869,C0014,P0008,1,607.24,60.72,546.52,paid,2026-07-10T07:48:00Z
O00870,C0094,P0278,1,3659.25,182.96,3476.29,paid,2026-08-28T07:17:00Z
O00871,C0101,P0215,1,244.97,24.50,220.47,refunded,2026-08-31T18:49:00Z
O00872,C0006,P0102,1,186.57,0.00,186.57,shipped,2026-07-12T10:56:00Z
O00873,C0020,P0005,2,2144.83,428.97,3860.69,cancelled,2026-03-28T10:33:00Z
O00874,C0057,P0285,1,696.12,0.00,696.12,refunded,2026-03-25T12:50:00Z
O00875,C0083,P0005,1,2144.83,214.48,1930.35,paid,2026-08-08T13:10:00Z
O00876,C0003,P0258,2,94.24,18.85,169.63,shipped,2026-09-06T16:52:00Z
O00877,C0063,P0232,2,2230.70,669.21,3792.19,shipped,2026-04-23T16:19:00Z
O00878,C0106,P0063,1,335.66,50.35,285.31,cancelled,2026-01-18T09:45:00Z
O00879,C0098,P0141,3,303.32,91.00,818.96,paid,2026-01-07T07:17:00Z
O00880,C0117,P0126,2,79.76,0.00,159.52,shipped,2026-08-04T11:57:00Z
O00881,C0119,P0104,1,810.68,40.53,770.15,shipped,2026-04-26T07:46:00Z
O00882,C0016,P0304,2,2515.44,251.54,4779.34,paid,2026-06-24T22:18:00Z
O00883,C0107,P0036,1,1603.43,240.51,1362.92,shipped,2026-08-10T05:51:00Z
O00884,C0088,P0143,2,5269.66,1580.90,8958.42,shipped,2026-07-02T04:05:00Z
O00885,C0016,P0246,5,875.08,437.54,3937.86,paid,2026-05-07T08:11:00Z
O00886,C0083,P0034,1,1167.98,58.40,1109.58,shipped,2026-05-16T22:50:00Z
O00887,C0006,P0029,1,1775.16,266.27,1508.89,cancelled,2026-01-28T18:31:00Z
O00888,C0056,P0339,5,1322.78,0.00,6613.90,refunded,2026-04-03T11:41:00Z
O00889,C0024,P0159,1,728.06,0.00,728.06,shipped,2026-05-06T11:41:00Z
O00890,C0040,P0302,1,479.71,0.00,479.71,paid,2026-07-23T06:27:00Z
O00891,C0014,P0085,1,1143.01,0.00,1143.01,paid,2026-05-27T05:35:00Z
O00892,C0013,P0285,1,696.12,0.00,696.12,paid,2026-01-25T21:48:00Z
O00893,C0016,P0040,1,1183.80,59.19,1124.61,refunded,2026-06-05T02:15:00Z
O00894,C0063,P0347,1,574.76,0.00,574.76,shipped,2026-06-14T18:46:00Z
O00895,C0062,P0187,1,2474.46,0.00,2474.46,cancelled,2026-08-27T16:09:00Z
O00896,C0010,P0253,2,2051.47,0.00,4102.94,paid,2026-05-26T14:16:00Z
O00897,C0076,P0161,1,583.53,58.35,525.18,paid,2026-08-04T18:03:00Z
O00898,C0120,P0297,2,154.65,30.93,278.37,cancelled,2026-05-26T07:31:00Z
O00899,C0037,P0264,1,255.41,0.00,255.41,cancelled,2026-07-26T02:09:00Z
O00900,C0113,P0283,5,3697.51,2773.13,15714.42,shipped,2026-02-06T00:03:00Z
O00901,C0028,P0301,1,2106.20,0.00,2106.20,paid,2026-05-03T11:33:00Z
O00902,C0040,P0061,1,142.91,0.00,142.91,cancelled,2026-06-14T03:29:00Z
O00903,C0097,P0071,2,716.76,0.00,1433.52,shipped,2026-06-15T13:20:00Z
O00904,C0018,P0299,1,208.06,20.81,187.25,shipped,2026-05-19T04:10:00Z
O00905,C0057,P0043,1,102.15,5.11,97.04,paid,2026-07-24T16:51:00Z
O00906,C0026,P0146,1,778.76,0.00,778.76,paid,2026-06-20T11:17:00Z
O00907,C0016,P0126,1,79.76,0.00,79.76,paid,2026-04-29T13:08:00Z
O00908,C0016,P0024,2,711.37,142.27,1280.47,paid,2026-02-14T16:04:00Z
O00909,C0095,P0252,2,59.09,0.00,118.18,shipped,2026-01-07T10:30:00Z
O00910,C0087,P0297,1,154.65,23.20,131.45,shipped,2026-08-08T08:38:00Z
O00911,C0088,P0008,1,607.24,0.00,607.24,shipped,2026-01-22T11:09:00Z
O00912,C0069,P0116,1,155.74,0.00,155.74,cancelled,2026-02-05T14:21:00Z
O00913,C0108,P0214,1,706.67,70.67,636.00,paid,2026-08-09T07:25:00Z
O00914,C0026,P0098,1,479.13,0.00,479.13,paid,2026-05-08T18:04:00Z
O00915,C0022,P0317,1,1082.17,108.22,973.95,cancelled,2026-02-13T09:44:00Z
O00916,C0061,P0248,3,467.17,0.00,1401.51,paid,2026-06-03T02:07:00Z
O00917,C0002,P0268,1,1151.99,0.00,1151.99,shipped,2026-06-21T14:08:00Z
O00918,C0075,P0097,1,838.95,0.00,838.95,shipped,2026-07-06T02:47:00Z
O00919,C0080,P0341,1,442.21,44.22,397.99,refunded,2026-01-06T17:21:00Z
